thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,TARE.stopped,RUNE.started,T_RUNE.started,RUNE.stopped,trail.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006192700006067753,0.014337500091642141,1.0031312999781221,1.0031387999188155,6.006704600062221,6.00671559991315,6.125039800070226,7.0005634999834,7.000570500036702,,,,,,,,
