thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,t_tare.started,TARE.stopped,RUNE.started,RUNE.stopped,trail.started,feedback_text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010548000000198954,0.018219699999463046,1.0012786999996024,1.0014412999989872,1.0046480999990308,6.000993699999526,11.004032400000142,11.004110199999559,11.00434039999891,11.042769699999553,,,,,,,,
