thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,t_tare.started,TARE.stopped,RUNE.started,RUNE.stopped,trail.started,feedback_text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009374999906867743,0.01559079997241497,1.0018888998311013,1.0019884000066668,1.0073045999743044,6.002565699862316,11.006617999868467,11.006704399827868,11.007013999857008,11.026744900038466,,,,,,,,
