thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,t_tare.started,TARE.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00668179988861084,0.015195499872788787,1.0015098999720067,1.101740000071004,1.1055363998748362,6.002156599890441,,,,,,,,
