thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,TARE.stopped,RUNE.started,T_RUNE.started,RUNE.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01625790004618466,0.022592900088056922,1.000941399950534,1.0009488000068814,6.003457100130618,6.00346489995718,6.013253000099212,7.002868599956855,,,,,,,,
