thisRow.t,notes,MainGame.started,background1.started,background2.started,dino_image.started,floor.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006869199999982811,0.01383710000004612,0.01383710000004612,0.01383710000004612,0.01383710000004612,,,,,,,,
