thisRow.t,notes,MainGame.started,Background.started,MainGame.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006768900000224676,0.016091599999981554,1.0010637999998835,459843,001,2024-12-02_12h48.27.695,game,2024.2.4,199.86569025612343,2024-12-02 12h48.34.018067 -0800,
