thisRow.t,notes,MainGame.started,background1.started,dino_image.started,floor1.started,floor2.started,human_image.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011014199997589458,0.046053300000494346,0.046053300000494346,0.046053300000494346,0.046053300000494346,0.046053300000494346,,,,,,,,
