thisRow.t,notes,MainGame.started,background1.started,background2.started,background3.started,dino_image.started,floor1.started,floor2.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017818899999838322,,,,,,,,,,,,,,
