thisRow.t,notes,MainGame.started,Background.started,dino_image.started,floor.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0019381000001885695,0.006385200000295299,0.006385200000295299,0.006385200000295299,,,,,,,,
