thisRow.t,notes,MainGame.started,background.started,dino_image.started,floor.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008741900001041358,0.015807800002221484,0.015807800002221484,0.015807800002221484,,,,,,,,
