thisRow.t,notes,MainGame.started,background.started,dino_image.started,floor.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009037100000568898,0.016061700000136625,0.016061700000136625,0.016061700000136625,,,,,,,,
