thisRow.t,notes,MainGame.started,background1.started,dino_image.started,floor1.started,floor2.started,human_image.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012331199999607634,0.04773320000094827,0.04773320000094827,0.04773320000094827,0.04773320000094827,0.04773320000094827,,,,,,,,
