thisRow.t,notes,MainGame.started,background1.started,background2.started,background3.started,dino_image.started,floor.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00550939999811817,0.020202399995469023,0.020202399995469023,0.020202399995469023,0.020202399995469023,0.020202399995469023,,,,,,,,
