thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,TARE.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.007201000116765499,0.014513100031763315,1.0041279001161456,1.0041346000507474,6.007257499964908,,,,,,,,
