thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,t_tare.started,TARE.stopped,RUNE.started,T_RUNE.started,RUNE.stopped,trail.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00875309994444251,0.0178482998162508,1.0027654999867082,1.0027731999289244,1.0068925998639315,6.003362099872902,6.0033690999262035,6.007594299968332,7.000337299890816,7.0003446999471635,,,,,,,,
