5.3115 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000180FAB2FCA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000180FAB2FC40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000180FAB2F790>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000180FB0017F0>, multiSample=False, name='window1', numSamples=2, pos=(560, 140), screen=0, size=array([800, 800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.3115 	EXP 	window1: mouseVisible = True
5.3115 	EXP 	window1: backgroundImage = ''
5.3115 	EXP 	window1: backgroundFit = 'none'
5.3124 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.3124 	EXP 	window1: recordFrameIntervals = False
5.3536 	EXP 	window1: recordFrameIntervals = True
5.3699 	WARNING 	t of last frame was 9.16ms (=1/109)
5.3835 	WARNING 	t of last frame was 5.60ms (=1/178)
5.4039 	WARNING 	t of last frame was 8.93ms (=1/112)
5.4203 	WARNING 	t of last frame was 9.51ms (=1/105)
5.4373 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
5.8114 	EXP 	Screen (0) actual frame rate measured at 244.70Hz
5.8115 	EXP 	window1: recordFrameIntervals = False
5.8115 	EXP 	window1: mouseVisible = True
5.8371 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.2105 	EXP 	PSURP: status = STARTED
7.2108 	EXP 	window1: mouseVisible = True
7.2487 	EXP 	Created t_reset_PSURP = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='t_reset_PSURP', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='reseting PSURP', units='height', win=Window(...), wrapWidth=1)
7.2488 	EXP 	window1: mouseVisible = True
7.2533 	EXP 	Created t_tare = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='t_tare', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='loading each cell with 1 sec delay', units='height', win=Window(...), wrapWidth=1)
7.2534 	EXP 	window1: mouseVisible = True
7.2563 	EXP 	Created T_RUNE = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='T_RUNE', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Entering streaming mode ...', units='height', win=Window(...), wrapWidth=1)
7.2563 	EXP 	window1: mouseVisible = True
7.2596 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Loading forces...', units='height', win=Window(...), wrapWidth=1)
0.0195 	EXP 	t_reset_PSURP: autoDraw = True
1.0065 	EXP 	t_reset_PSURP: autoDraw = False
1.0065 	EXP 	t_tare: autoDraw = True
11.0315 	EXP 	t_tare: autoDraw = False
11.0315 	EXP 	T_RUNE: autoDraw = False
11.0315 	EXP 	feedback_text: autoDraw = True
11.0315 	EXP 	feedback_text: height = 0.05
11.0315 	EXP 	feedback_text: height = 0.05
11.0315 	EXP 	feedback_text: height = 0.05
11.0315 	EXP 	feedback_text: text = "BUT0 BUT1 BUT2 BUT3 BUT4 TTL\nBase 71: 00 00 00 00 00 00\nG: 0000 0000 0000 0000 0000 g\nN: 0.0000 0.0000 0.0000 0.0000 0.0000 N\nSample: 0000\nPress 'q' to quit.\n"
11.0431 	EXP 	feedback_text: height = 0.05
11.0431 	EXP 	feedback_text: height = 0.05
11.0431 	EXP 	feedback_text: height = 0.05
11.0431 	EXP 	feedback_text: text = "BUT0 BUT1 BUT2 BUT3 BUT4 TTL\nBase 71: 00000001000/n/nG: 0000 0000 0000 0001 0000 0\n\nN: 0.0000 0.0000 0.0000 0.0098 0.0000 0\n\nSample: 0001\n\nPress 'q' to quit."
11.0556 	EXP 	feedback_text: height = 0.05
11.0556 	EXP 	feedback_text: height = 0.05
11.0556 	EXP 	feedback_text: height = 0.05
