thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,TARE.stopped,RUNE.started,T_RUNE.started,RUNE.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0082483000587672,0.016483699902892113,1.0014931000769138,1.0015038000419736,6.0042375000193715,6.1049190000630915,6.122549299849197,7.003101899987087,,,,,,,,
