thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.005791599862277508,0.014493800001218915,1.0022807999048382,,,,,,,,
