thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.07340470002964139,0.10609259991906583,1.003028400009498,,,,,,,,
