thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,t_tare.started,TARE.stopped,RUNE.started,RUNE.stopped,trail.started,feedback_text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008421800099313259,0.019514000043272972,1.0023273001424968,1.0024274999741465,1.0065032001584768,6.002841500099748,11.005602300167084,11.00571670010686,11.00591229996644,11.03154360014014,,,,,,,,
