thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,TARE.stopped,RUNE.started,T_RUNE.started,RUNE.stopped,trail.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.005452499957755208,0.013290600152686238,1.002256599953398,1.0022718000691384,6.005773599958047,6.0057847001589835,6.127400299999863,7.003884500125423,7.003890900174156,,,,,,,,
