thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,TARE.stopped,RUNE.started,T_RUNE.started,RUNE.stopped,trail.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006020299857482314,0.013515499886125326,1.0028419999871403,1.0028534999582916,6.006005899980664,6.00601390004158,6.126323699951172,7.004226200049743,7.004236500011757,,,,,,,,
