thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,reset_PSURP.stopped,TARE.started,t_tare.started,TARE.stopped,RUNE.started,RUNE.stopped,trail.started,feedback_text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.005264099920168519,0.010141999926418066,1.0023395998869091,1.0024581998586655,1.0064748998265713,6.003124800045043,11.003702899906784,11.003874599933624,11.004033499862999,11.035690299933776,,,,,,,,
