thisRow.t,notes,reset_PSURP.started,t_reset_PSURP.started,t_reset_PSURP.stopped,reset_PSURP.stopped,TARE.started,t_tare.started,t_tare.stopped,TARE.stopped,RUNE.started,RUNE.stopped,trail.started,feedback_text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008044399999562302,0.014784399998461595,1.0030301999995572,0.9977698999991844,0.9978582999992796,1.0030301999995572,11.012071599998308,5.985981399999218,10.989033599998947,10.989133999999467,10.989286599999105,11.012071599998308,,,,,,,,
